Organism (genomeID),Organism,TaxID,SEED_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,Unnamed: 12,Prediction Mean,Prediction STD,Phenotype,Binary Prediction Mean
Ruminococcus sp. Marseille-P3213 strain Marseille-P3213 (1871035.3),Ruminococcus sp. Marseille-P3213 strain Marseille-P3213 ,1871035,1871035.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Negativibacillus, Negativibacillus massiliensis,,,0.41900634765625,0.0631773425257042,Human Non Pathogenic,0.0
Ruminococcus sp. Marseille-P6503 (2364796.3),Ruminococcus sp. Marseille-P6503,2364796,2364796.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus sp. Marseille-P6503,0.250640869140625,0.0546394801484868,Human Non Pathogenic,0.0
Ruminococcus sp. OM08-9BH (2293236.3),Ruminococcus sp. OM08-9BH,2293236,2293236.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-,Ruminococcus sp. OM08-9BH,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; unclassified Ruminococcus; Ruminococcus sp. OM08-9BH,0.19024658203125,0.0338913334499405,Human Non Pathogenic,0.0
Ruminococcus sp. SR1/5 (657323.3),Ruminococcus sp. SR1/5 ,657323,657323.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-, Ruminococcus sp. SR1/5,,0.169586181640625,0.0217320085782592,Human Non Pathogenic,0.0
Ruminococcus torques ATCC 27756 (411460.6),Ruminococcus torques ATCC 27756 ,411460,411460.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia, [Ruminococcus] torques, Ruminococcus torques ATCC 27756,,0.1909713745117187,0.1209703061865966,Human Non Pathogenic,0.0
Ruminococcus torques L2-14 (657313.3),Ruminococcus torques L2-14 ,657313,657313.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia, [Ruminococcus] torques, Ruminococcus torques L2-14,,0.22113037109375,0.0907289394013762,Human Non Pathogenic,0.0
Ruminococcus torques LFYP15 (6666666.205256),Ruminococcus torques LFYP15 ,33039,6666666.205256,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia, [Ruminococcus] torques, Ruminococcus torques LFYP15,,0.2216339111328125,0.0836217656717334,Human Non Pathogenic,0.0
Ruminococcus torques RTSSTS7063 (33039.1104),Ruminococcus torques RTSSTS7063,33039,33039.1104,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Ruminococcus torques,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia ; Ruminococcus torques RTSSTS7063,0.1693878173828125,0.0627908699640053,Human Non Pathogenic,0.0
Ruminococcus torques SSTS_Bg7063 (6666666.201547),Ruminococcus torques SSTS_Bg7063 ,33039,6666666.201547,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia, [Ruminococcus] torques, Ruminococcus torques SSTS_Bg7063,,0.13885498046875,0.0533909891678221,Human Non Pathogenic,0.0
Ruthenibacterium lactatiformans strain Ruthenibacterium lactatiformans 82B1 (1550024.406),Ruthenibacterium lactatiformans strain Ruthenibacterium lactatiformans 82B1,1550024,1550024.406,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium lactatiformans,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruthenibacterium; Ruthenibacterium lactatiformans,0.256866455078125,0.0143816171322396,Human Non Pathogenic,0.0
Salirhabdus sp. Marseille-P4669 (2042310.3),Salirhabdus sp. Marseille-P4669,2042310,2042310.3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salirhabdus,-,,Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Salirhabdus; Salirhabdus sp. Marseille-P4669,0.0738983154296875,0.0328261666276629,Human Non Pathogenic,0.0
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:-- (41514.7)","Salmonella enterica subsp. arizonae serovar 62:z4,z23:-- ",41514,41514.7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella, Salmonella enterica," Salmonella enterica subsp. arizonae serovar 62:z4,z23:-",,0.9652099609375,0.0123641017743984,Human Pathogenic,1.0
Salmonella enterica subsp. enterica serovar Agona str. 36.H.00 (1265617.3),Salmonella enterica subsp. enterica serovar Agona str. 36.H.00 ,1265617,1265617.3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica serovar Agona str. 36.H.00,,0.9727783203125,0.0127345725202161,Human Pathogenic,1.0
Salmonella enterica subsp. enterica serovar Agona str. SL483 (454166.8),Salmonella enterica subsp. enterica serovar Agona str. SL483 ,454166,454166.8,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica serovar Agona str. SL483,,0.969482421875,0.0133028639900637,Human Pathogenic,1.0
Salmonella enterica subsp. enterica serovar Choleraesuis str. (321314.9),Salmonella enterica subsp. enterica serovar Choleraesuis str. ,321314,321314.9,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67,,0.974365234375,0.0099620145327652,Human Pathogenic,1.0
Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853 (439851.8),Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853 ,439851,439851.8,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853,,0.9781494140625,0.010777502099561,Human Pathogenic,1.0
Salmonella enterica subsp. enterica serovar Enteritidis str. (550537.5),Salmonella enterica subsp. enterica serovar Enteritidis str. ,550537,550537.5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,0.9776611328125,0.009595534118369,Human Pathogenic,1.0
Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91 (550538.5),Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91 ,550538,550538.5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91,,0.9693603515625,0.0154306725296239,Human Pathogenic,1.0
Salmonella enterica subsp. enterica serovar Paratyphi A str. (554290.9),Salmonella enterica subsp. enterica serovar Paratyphi A str. ,554290,554290.9,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601,,0.9727783203125,0.0113748311040726,Human Pathogenic,1.0
Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150 (295319.15),Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150 ,295319,295319.15,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,,0.979736328125,0.0079072923538582,Human Pathogenic,1.0
Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7 (272994.6),Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7 ,272994,272994.6,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,,0.9698486328125,0.0134049656037085,Human Pathogenic,1.0
Salmonella enterica subsp. enterica serovar Typhi Ty2 (209261.1),Salmonella enterica subsp. enterica serovar Typhi Ty2 ,209261,209261.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica serovar Typhi str. Ty2,,0.9735107421875,0.0095332146792819,Human Pathogenic,1.0
Salmonella enterica subsp. enterica serovar Typhimurium str. (946034.3),Salmonella enterica subsp. enterica serovar Typhimurium str. ,946034,946034.3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica serovar Typhimurium str. TN061786,,0.9766845703125,0.0130945661194865,Human Pathogenic,1.0
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 (99287.12),Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 ,99287,99287.12,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,0.975830078125,0.0119129618151912,Human Pathogenic,1.0
Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344 (216597.6),Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344 ,216597,216597.6,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,0.9752197265625,0.0128045881080144,Human Pathogenic,1.0
Salmonella enterica subsp. enterica serovar Typhimurium str. T000240 (718274.8),Salmonella enterica subsp. enterica serovar Typhimurium str. T000240 ,718274,718274.8,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica serovar Typhimurium str. T000240,,0.98095703125,0.0091283784647655,Human Pathogenic,1.0
Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1 (990282.4),Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1 ,990282,990282.4,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1,,0.96923828125,0.0179837371686551,Human Pathogenic,1.0
Sanguibacter massileinsis strain Marseille-P3815 (1973217.4),Sanguibacter massileinsis strain Marseille-P3815,1973217,1973217.4,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Sanguibacteraceae,Sanguibacter,Sanguibacter massiliensis,,Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Micrococcales; Sanguibacteraceae; Sanguibacter; Sanguibacter massiliensis,0.26513671875,0.1380624408505936,Human Non Pathogenic,0.0
Sanguibacter sp. JC301 (1095772.3),Sanguibacter sp. JC301,1095772,1095772.3,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,-,Timonella,Timonella senegalensis,Timonella senegalensis JC301,Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Micrococcales; Timonella; Timonella senegalensis; Timonella senegalensis JC301,0.224761962890625,0.0820010617884504,Human Non Pathogenic,0.0
Scardovia inopinata F0304 (641146.3),Scardovia inopinata F0304 ,641146,641146.3,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia, Scardovia inopinata, Scardovia inopinata F0304,,0.127288818359375,0.0972305795813674,Human Non Pathogenic,0.0
Schlesneria paludicola DSM 18645 (1123242.3),Schlesneria paludicola DSM 18645 ,1123242,1123242.3,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Schlesneria, Schlesneria paludicola, Schlesneria paludicola DSM 18645,,0.0368099212646484,0.0329799856170737,Human Non Pathogenic,0.0
Selenomonas ruminantium strain L14 (971.17),Selenomonas ruminantium strain L14 ,971,971.17,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas, Selenomonas ruminantium,,,0.1544952392578125,0.0368065113714129,Human Non Pathogenic,0.0
Selenomonas ruminantium subsp. ruminantium ATCC 12561 (1280706.4),Selenomonas ruminantium subsp. ruminantium ATCC 12561 ,1280706,1280706.4,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas, Selenomonas ruminantium, Selenomonas ruminantium subsp. ruminantium ATCC 12561,,0.219085693359375,0.0302642531460692,Human Non Pathogenic,0.0
Selenomonas sp. F0473 (999423.3),Selenomonas sp. F0473 ,999423,999423.3,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,-, Selenomonas sp. F0473,,0.1442108154296875,0.0535318923332382,Human Non Pathogenic,0.0
Selenomonas sputigena ATCC 35185 (546271.3),Selenomonas sputigena ATCC 35185 ,546271,546271.3,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas, Selenomonas sputigena, Selenomonas sputigena ATCC 35185,,0.1791229248046875,0.0433370106172052,Human Non Pathogenic,0.0
Serratia fonticola strain GS2 (47917.12),Serratia fonticola strain GS2 ,47917,47917.12,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia, Serratia fonticola,,,0.9482421875,0.0187178017403151,Human Pathogenic,1.0
Serratia liquefaciens strain FDAARGOS_125 (614.9),Serratia liquefaciens strain FDAARGOS_125 ,614,614.9,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia, Serratia liquefaciens,,,0.9725341796875,0.0063135256547781,Human Pathogenic,1.0
Serratia marcescens Db11 (615.1),Serratia marcescens Db11 ,615,615.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia, Serratia marcescens,,,0.97314453125,0.003588119740405,Human Pathogenic,1.0
Serratia marcescens FGI94 (1249634.3),Serratia marcescens FGI94 ,1249634,1249634.3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia, Serratia marcescens, Serratia marcescens FGI94,,0.9627685546875,0.0100506204650804,Human Pathogenic,1.0
Serratia marcescens LCT-SM213 (1162294.5),Serratia marcescens LCT-SM213 ,1162294,1162294.5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia, Serratia marcescens, Serratia marcescens LCT-SM213,,0.978759765625,0.0056995202782855,Human Pathogenic,1.0
Serratia marcescens strain UCI88 (615.109),Serratia marcescens strain UCI88 ,615,615.109,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia, Serratia marcescens,,,0.969970703125,0.0055939644713816,Human Pathogenic,1.0
Serratia marcescens WW4 (435998.3),Serratia marcescens WW4 ,435998,435998.3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia, Serratia marcescens, Serratia marcescens WW4,,0.9769287109375,0.0062279790130977,Human Pathogenic,1.0
Serratia odorifera DSM 4582 (667129.3),Serratia odorifera DSM 4582 ,667129,667129.3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia, Serratia odorifera, Serratia odorifera DSM 4582,,0.9754638671875,0.0076768543376611,Human Pathogenic,1.0
Shigella dysenteriae 1617 (754093.4),Shigella dysenteriae 1617 ,754093,754093.4,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella, Shigella dysenteriae, Shigella dysenteriae 1617,,0.9671630859375,0.0214798662483057,Human Pathogenic,1.0
Shigella dysenteriae CDC 74-1112 (622.8),Shigella dysenteriae CDC 74-1112 ,622,622.8,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella, Shigella dysenteriae,,,0.9891357421875,0.0080111984909813,Human Pathogenic,1.0
Shigella dysenteriae Sd197 (300267.13),Shigella dysenteriae Sd197 ,300267,300267.13,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella, Shigella dysenteriae, Shigella dysenteriae Sd197,,0.977783203125,0.0195693597923356,Human Pathogenic,1.0
Shigella flexneri 2a (42897.19),Shigella flexneri 2a ,42897,42897.19,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella, Shigella flexneri, Shigella flexneri 2a,,0.9764404296875,0.0173679073594678,Human Pathogenic,1.0
Shigella flexneri 2a str. 2457T (198215.1),Shigella flexneri 2a str. 2457T ,198215,198215.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella, Shigella flexneri, Shigella flexneri 2a str. 2457T,,0.9774169921875,0.0159398776506062,Human Pathogenic,1.0
Shigella flexneri 2a str. 301 (198214.1),Shigella flexneri 2a str. 301 ,198214,198214.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella, Shigella flexneri, Shigella flexneri 2a str. 301,,0.975830078125,0.0138387038288753,Human Pathogenic,1.0
Shigella flexneri 5 str. 8401 (373384.11),Shigella flexneri 5 str. 8401 ,373384,373384.11,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella, Shigella flexneri, Shigella flexneri 5 str. 8401,,0.970458984375,0.0179156638759348,Human Pathogenic,1.0
Shigella flexneri strain NCTC1 (623.158),Shigella flexneri strain NCTC1 ,623,623.158,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella, Shigella flexneri,,,0.975830078125,0.0135426545394127,Human Pathogenic,1.0
Shigella sonnei 3226-85 (766162.3),Shigella sonnei 3226-85 ,766162,766162.3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella, Shigella sonnei, Shigella sonnei 3226-85,,0.9805908203125,0.013257420423349,Human Pathogenic,1.0
Shigella sonnei 53G (216599.12),Shigella sonnei 53G ,216599,216599.12,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella, Shigella sonnei, Shigella sonnei 53G,,0.9788818359375,0.0151775179425257,Human Pathogenic,1.0
Shigella sonnei Ss046 (300269.12),Shigella sonnei Ss046 ,300269,300269.12,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella, Shigella sonnei, Shigella sonnei Ss046,,0.9755859375,0.0164392049507152,Human Pathogenic,1.0
Shigella sonnei str. Moseley (754077.4),Shigella sonnei str. Moseley ,754077,754077.4,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella, Shigella sonnei, Shigella sonnei str. Moseley,,0.9813232421875,0.0128603261269112,Human Pathogenic,1.0
Shigella sonnei strain FDAARGOS_128 (624.634),Shigella sonnei strain FDAARGOS_128 ,624,624.634,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella, Shigella sonnei,,,0.979248046875,0.014892578125,Human Pathogenic,1.0
Shigella sonnei strain FDAARGOS_71 (624.68),Shigella sonnei strain FDAARGOS_71 ,624,624.68,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella, Shigella sonnei,,,0.9814453125,0.012844674255826,Human Pathogenic,1.0
Shigella sp. D9 (556266.3),Shigella sp. D9 ,556266,556266.3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia, Escherichia coli, Escherichia coli D9,,0.973876953125,0.011474609375,Human Pathogenic,1.0
Silanimonas lenta DSM 16282 (1123253.3),Silanimonas lenta DSM 16282 ,1123253,1123253.3,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Silanimonas, Silanimonas lenta, Silanimonas lenta DSM 16282,,0.5377197265625,0.1002270118583771,Human Pathogenic,1.0
Slackia exigua ATCC 700122 (649764.3),Slackia exigua ATCC 700122 ,649764,649764.3,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia, Slackia exigua, Slackia exigua ATCC 700122,,0.0430374145507812,0.0224218066539287,Human Non Pathogenic,0.0
Slackia isoflavoniconvertens strain DSM 22006 (572010.5),Slackia isoflavoniconvertens strain DSM 22006,572010,572010.5,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia isoflavoniconvertens,,Bacteria; Terrabacteria group; Actinobacteria; Coriobacteriia; Eggerthellales; Eggerthellaceae; Slackia; Slackia isoflavoniconvertens,0.0525245666503906,0.0253148837658658,Human Non Pathogenic,0.0
Slackia piriformis YIT 12062 (742818.3),Slackia piriformis YIT 12062 ,742818,742818.3,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia, Slackia piriformis, Slackia piriformis YIT 12062,,0.0584259033203125,0.0179153714652114,Human Non Pathogenic,0.0
Solobacterium moorei F0204 (706433.3),Solobacterium moorei F0204 ,706433,706433.3,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium, Solobacterium moorei, Solobacterium moorei F0204,,0.1940155029296875,0.063503719902692,Human Non Pathogenic,0.0
Spirosoma linguale DSM 74 (504472.7),Spirosoma linguale DSM 74 ,504472,504472.7,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma, Spirosoma linguale, Spirosoma linguale DSM 74,,0.0373687744140625,0.0190493163509064,Human Non Pathogenic,0.0
Sporobacter termitidis DSM 10068 (1123282.4),Sporobacter termitidis DSM 10068 ,1123282,1123282.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter, Sporobacter termitidis, Sporobacter termitidis DSM 10068,,0.1649169921875,0.064895154501445,Human Non Pathogenic,0.0
